0	100	-400
0.05	100	-400
0.1	100	-400
0.15	100	-400
0.2	100	-400
0.25	100	-400
0.3	100	-400
0.35	100	-400
0.4	100	-400
0.45	100	-400
0.5	100	-400
0.45	100	-400
0.4	100	-400
0.35	100	-400
0.3	100	-400
0.25	100	-400
0.2	100	-400
0.15	100	-400
0.1	100	-400
0.05	100	-400
0	100	-400
-0.05	100	-400
-0.1	100	-400
-0.15	100	-400
-0.2	100	-400
-0.25	100	-400
-0.3	100	-400
-0.35	100	-400
-0.4	100	-400
-0.45	100	-400
-0.5	100	-400
-0.45	100	-400
-0.4	100	-400
-0.35	100	-400
-0.3	100	-400
-0.25	100	-400
-0.2	100	-400
-0.15	100	-400
-0.1	100	-400
-0.05	100	-400
0	100	-400
